Designation,Absolute Magnitude (H),Min Diameter (km),Max Diameter (km),Is Potentially Hazardous,Relative Velocity (km/s),Relative Velocity (km/h),Miss Distance (km),Miss Distance (miles),Orbiting Body,Cluster,Object Type,pca_1,pca_2,pca_3
1221,17.37,0.8923905787,1.9954459964,0,18.6423605965,67112.4981475685,71462354.44720325,44404647.98260472,0,0,Other,-0.8571785598229574,1.1662629523374464,-0.0015163157999397924
1566,16.59,1.2780709882,2.8578536096,1,27.0080861823,97229.1102562397,12638511.931910517,7853207.156434507,0,1,Comet,-1.7883554787421623,-1.0229401702876082,0.5697096092804543
1566,16.59,1.2780709882,2.8578536096,1,25.1519915216,90547.1694777164,57753368.85167943,35886279.335549064,0,1,Comet,-1.2244604970056443,0.3719336166058586,0.875514899852662
1566,16.59,1.2780709882,2.8578536096,1,21.4737579719,77305.5286987428,50292635.57759286,31250394.647861093,0,1,Comet,-1.0044430659657673,0.29314240588113993,0.2474072066288058
1566,16.59,1.2780709882,2.8578536096,1,38.333305635,137999.9002860176,45934267.030547924,28542230.01199021,0,1,Comet,-2.370130845583353,-0.47732248901541513,2.635180672849583
1566,16.59,1.2780709882,2.8578536096,1,42.8973935929,154430.616934453,14868407.504756846,9238800.014606634,3,1,Comet,-3.016733559374875,-1.5630600148909408,2.900813649160828
1566,16.59,1.2780709882,2.8578536096,1,33.2679755467,119764.7119681139,60416673.53917282,37541180.12958796,0,1,Comet,-1.8377720465866583,0.14078876184218903,2.085623338332704
1566,16.59,1.2780709882,2.8578536096,1,30.2012829642,108724.6186709483,8564789.684822997,5321913.5297394795,0,1,Comet,-2.077111677327306,-1.2642032182972593,0.9805689190851486
1566,16.59,1.2780709882,2.8578536096,1,21.90535342,78859.2723118585,65209640.4141726,40519391.64420983,0,1,Comet,-0.900163979641595,0.7145122652241997,0.5000066780703011
1566,16.59,1.2780709882,2.8578536096,1,30.4454252187,109603.5307874431,19926662.535818588,12381853.945560994,4,1,Comet,-1.9910354815728657,-0.9400334229623049,1.1607078232972297
1566,16.59,1.2780709882,2.8578536096,1,23.5673811067,84842.5719841006,32918569.605788823,20454650.658282783,0,1,Comet,-1.3299910536242354,-0.2965832389989513,0.32946030415782934
1566,16.59,1.2780709882,2.8578536096,1,42.2781197935,152201.2312565896,63325216.55812102,39348464.95665136,0,1,Comet,-2.5191002488651346,-0.11723620753349567,3.4284388316168752
1566,16.59,1.2780709882,2.8578536096,1,29.3930519714,105814.987097076,55654417.31170961,34582051.326468214,0,1,Comet,-1.5772916383902804,0.14869486693851863,1.4633914716705736
1566,16.59,1.2780709882,2.8578536096,1,20.264778666,72953.2031976133,68564451.41220117,42603974.53499169,0,1,Comet,-0.7401181314083624,0.8755020358903601,0.30499545601483746
1566,16.59,1.2780709882,2.8578536096,1,24.5293323217,88305.5963580826,10760265.1215091,6686118.70706158,2,1,Comet,-1.6109057963885725,-0.9835978544899558,0.1865561388488188
1566,16.59,1.2780709882,2.8578536096,1,32.0968069642,115548.5050710487,16111752.771874772,10011378.938632973,4,1,Comet,-2.156193674842381,-1.1149391063823801,1.3514232505360182
1566,16.59,1.2780709882,2.8578536096,1,34.0550007381,122598.0026571337,26136251.168076057,16240313.402503332,0,1,Comet,-2.2172476648495643,-0.8953470204711199,1.7629251405603605
1566,16.59,1.2780709882,2.8578536096,1,37.6202878485,135433.036254519,70656928.11700077,43904179.26805957,0,1,Comet,-2.0850256420467352,0.27546951407131776,2.8468320641276916
1566,16.59,1.2780709882,2.8578536096,1,35.666966367,128401.078921227,13764845.455141615,8553078.354311634,3,1,Comet,-2.4585834583112427,-1.3198862782307828,1.838913080193597
1566,16.59,1.2780709882,2.8578536096,1,26.551468272,95585.2857790963,14765111.806138627,9174615.04378192,0,1,Comet,-1.7327583533985045,-0.9431213408522625,0.5306303531372574
1566,16.59,1.2780709882,2.8578536096,1,33.6738548566,121225.8774835955,13711289.836555652,8519800.436039891,4,1,Comet,-2.302403710197742,-1.2454973533539784,1.54938710723155
1566,16.59,1.2780709882,2.8578536096,1,25.6557990052,92360.8764188309,56963451.76649367,35395447.61898377,0,1,Comet,-1.2713827501285915,0.32954836498520207,0.9384631135415067
1566,16.59,1.2780709882,2.8578536096,1,21.2294054745,76425.8597080294,52833514.31996776,32829223.487106767,0,1,Comet,-0.9616935533978364,0.37703065916610534,0.24436783802528902
1566,16.59,1.2780709882,2.8578536096,1,37.7427262255,135873.8144118626,43210420.51889935,26849710.272834953,0,1,Comet,-2.3489426297776825,-0.5347602572417469,2.5148897781230857
1566,16.59,1.2780709882,2.8578536096,1,33.9210512526,122115.7845092707,61487609.72948061,38206629.0209701,0,1,Comet,-1.8791872526276276,0.14733126575305638,2.1939121150933887
1566,16.59,1.2780709882,2.8578536096,1,34.7788635314,125203.9087131998,13006917.450969871,8082123.730975379,4,1,Comet,-2.3957930457199104,-1.3082846202943499,1.7005518711815963
1566,16.59,1.2780709882,2.8578536096,1,40.5829825025,146098.7370091472,13686773.528183036,8504566.708414484,3,1,Comet,-2.8457485242616203,-1.5095352747844135,2.5503521871864745
1566,16.59,1.2780709882,2.8578536096,1,29.6050262786,106578.0946029686,6355247.754898025,3948967.838821745,0,1,Comet,-2.0507121392241903,-1.3063296183981872,0.8660078394586378
1566,16.59,1.2780709882,2.8578536096,1,22.4264425346,80735.1931246709,63552623.765938394,39489769.24322224,0,1,Comet,-0.9564784088019175,0.6460187429613957,0.5544119558048106
1566,16.59,1.2780709882,2.8578536096,1,36.6241257002,131846.8525206556,13953229.44521822,8670134.737768611,4,1,Comet,-2.5320791466704455,-1.3508360863016446,1.9800256660126152
1566,16.59,1.2780709882,2.8578536096,1,23.1596060368,83374.5817326348,35705721.41816573,22186506.4872719,0,1,Comet,-1.2721133787405479,-0.1992384889714964,0.3058752563722702
1566,16.59,1.2780709882,2.8578536096,1,41.689528805,150082.3036980673,60640308.24774369,37680140.29382545,0,1,Comet,-2.4977075773254462,-0.17360690961043798,3.3089321985255506
1566,16.59,1.2780709882,2.8578536096,1,29.9245501837,107728.3806614442,55820375.32445111,34685172.85377702,0,1,Comet,-1.6175344285093116,0.13330950369706232,1.5425311164579734
1566,16.59,1.2780709882,2.8578536096,1,20.2062943733,72742.6597438282,70418576.76284803,43756074.60429356,0,1,Comet,-0.7183422596755515,0.9321501190704683,0.32014260641047526
1566,16.59,1.2780709882,2.8578536096,1,22.8737125139,82345.3650499889,9371209.629118225,5822999.647452505,2,1,Comet,-1.4936292628988794,-0.96126863253082,-0.07107533951333399
1566,16.59,1.2780709882,2.8578536096,1,42.7988752907,154075.9510466114,14677229.1910263,9120007.318944966,3,1,Comet,-3.010760431552294,-1.5649164606503534,2.8841005471377748
1566,16.59,1.2780709882,2.8578536096,1,33.6426085752,121113.390870662,24044659.49923514,14940658.605279332,0,1,Comet,-2.2042086704864947,-0.9410189272717524,1.6765126469107356
1566,16.59,1.2780709882,2.8578536096,1,38.831248955,139792.4962379366,17638824.820682365,10960257.50967801,4,1,Comet,-2.671431186318791,-1.3267798710244079,2.346840951481098
1566,16.59,1.2780709882,2.8578536096,1,37.9701330625,136692.4790250986,71441720.03899948,44391826.35589362,0,1,Comet,-2.1052554182279954,0.28517021469543186,2.907530723764613
1566,16.59,1.2780709882,2.8578536096,1,26.4609754988,95259.5117957124,15138469.957161566,9406609.04112297,0,1,Comet,-1.7221856641511422,-0.9287143339884263,0.5222728764496289
1566,16.59,1.2780709882,2.8578536096,1,25.6179544834,92224.6361401212,56868805.38288503,35336637.08329013,0,1,Comet,-1.2692847407887193,0.3282127822608006,0.9317727931357289
1566,16.59,1.2780709882,2.8578536096,1,21.3246215687,76768.637647306,51882737.48753054,32238438.158509985,0,1,Comet,-0.9779873287459913,0.3454962227515106,0.2460531372743043
1566,16.59,1.2780709882,2.8578536096,1,38.0518453153,136986.6431352388,44427955.90486277,27606251.6803814,0,1,Comet,-2.3619616034836826,-0.5108062624191119,2.575199798889542
1566,16.59,1.2780709882,2.8578536096,1,33.4789683213,120524.2859566339,60466409.50526365,37572084.625856265,0,1,Comet,-1.8538971138103173,0.13420724174388962,2.1168342826827313
1566,16.59,1.2780709882,2.8578536096,1,30.2225840152,108801.3024548903,8053781.761441007,5004387.930007617,0,1,Comet,-2.0835206209687493,-1.280013276568215,0.9771453180517714
1566,16.59,1.2780709882,2.8578536096,1,21.7030019228,78130.8069219958,65647162.34826065,40791255.16757305,0,1,Comet,-0.8802037411305073,0.7350656211069894,0.47625601525085515
1566,16.59,1.2780709882,2.8578536096,1,23.8736170043,85945.021215484,30767018.796496384,19117738.978806794,0,1,Comet,-1.3739980124156423,-0.37140307712084863,0.34642816319470265
1566,16.59,1.2780709882,2.8578536096,1,42.2723608571,152180.4990856968,14338516.515435172,8909541.021784518,3,1,Comet,-2.972509984177545,-1.554791440011249,2.8034821507595353
